filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,mel_21,mel_22,mel_23,mel_24,mel_25,mel_26,mel_27,mel_28,mel_29,mel_30,mel_31,mel_32,mel_33,mel_34,mel_35,mel_36,mel_37,mel_38,mel_39,mel_40,mel_41,mel_42,mel_43,mel_44,mel_45,mel_46,mel_47,mel_48,mel_49,mel_50,mel_51,mel_52,mel_53,mel_54,mel_55,mel_56,mel_57,mel_58,mel_59,mel_60,mel_61,mel_62,mel_63,mel_64,spectral_centroid_mean,zero_crossing_rate,spectral_rolloff,label
country.00007.au,5.581629,1.3679492,0.17527257,0.515919,0.16382487,0.20970105,-0.2651374,0.10123669,-0.09597056,0.13200487,-0.12854336,-0.06450136,-0.09949935,-0.16161674,-0.38464218,-0.13455032,-0.32132646,-0.24770743,-0.24301873,-0.28291133,-0.34761348,-0.23708187,-0.26217735,-0.32338315,-0.42786023,-0.3067761,-0.41411853,-0.26005596,-0.29706946,-0.28810033,-0.264598,-0.377537,-0.29213765,-0.30144688,-0.34876892,-0.28186417,-0.20016754,-0.12213032,-0.20337002,-0.2618538,22.1669,33.573696,32.882355,27.522026,21.072739,20.885118,19.649557,19.541576,18.223179,17.594082,19.77351,16.830746,19.21192,18.819864,17.822721,14.438195,14.313593,16.913544,13.9681,12.499409,14.269606,13.995087,13.31327,16.280302,13.922149,14.162398,12.558578,16.22559,14.372667,15.804194,15.59796,15.806964,15.399398,13.818613,15.94631,14.901278,12.478452,12.800193,11.686355,12.353923,13.629384,13.02873,14.884298,12.248901,11.563878,10.499674,11.127577,11.172165,10.599682,11.187961,11.876383,14.111502,12.09961,10.740145,11.0868,11.760186,11.606319,10.612427,10.07548,9.671861,9.625026,7.605958,5.896385,3.5337458,2727.286,0.113099016,1271.5962,2
country.00008.au,5.420045,1.7505683,-0.28372696,0.6062271,0.022936163,0.33543268,-0.21911162,0.01923046,-0.10338033,0.16993347,-0.2597444,-0.015278698,-0.096527,-0.1025634,-0.11082124,-0.14854613,-0.42012838,-0.13328743,-0.46987882,-0.3591775,-0.37132144,-0.21434937,-0.40278438,-0.31853577,-0.20414335,-0.18185145,-0.37846494,-0.31577983,-0.3027258,-0.30001712,-0.28019023,-0.2877283,-0.18207577,-0.12096726,-0.25971922,-0.32795557,-0.3230529,-0.24505675,-0.3051367,-0.2803454,23.65313,34.569866,32.44999,27.50973,24.011988,19.589268,18.562752,18.292248,21.177784,20.035152,20.329878,20.528479,19.577085,13.202167,16.983795,17.914516,16.671309,17.099655,15.357048,16.550613,17.388624,14.547758,14.744169,16.688263,15.060276,16.388956,17.384615,17.398993,16.787056,15.514974,19.582561,18.758223,15.957773,13.301681,14.500612,15.000472,15.150429,14.894658,13.583366,10.971812,12.182304,12.176058,14.552016,14.865805,13.585965,13.761695,13.762734,11.220126,10.0485115,9.416102,9.369071,10.664367,11.344393,10.379972,10.084941,9.954334,7.5062404,6.5881066,7.0987177,6.9775586,6.02929,4.41896,0.93911487,-2.255866,2359.0051,0.1048904,1362.3959,2
country.00009.au,5.902475,0.9303604,-0.10821095,0.34520924,0.09625019,-0.14076196,-0.19139442,0.10238215,-0.20389727,0.08943643,-0.21570987,-0.24620125,-0.24295186,-0.042660773,-0.19290757,-0.12329624,-0.31498587,-0.2323483,-0.29287267,-0.23203099,-0.41415986,-0.24244146,-0.26738104,-0.22892931,-0.21769705,-0.20274071,-0.3000629,-0.23339841,-0.19100967,-0.15958008,-0.18564829,-0.24510394,-0.31233037,-0.30879995,-0.24696544,-0.22953232,-0.2574099,-0.19103256,-0.121452235,-0.13020766,22.283041,29.09205,29.339767,26.317114,23.526783,22.274565,19.560938,20.390844,19.57133,22.590015,21.318472,17.904442,18.08448,20.286564,18.08392,17.246851,21.014503,20.443825,17.180923,17.28263,16.98949,15.30601,17.939081,13.274937,14.734567,15.74442,18.47223,17.937696,18.319551,18.449127,18.965595,17.249166,16.246698,18.6019,16.904526,17.836384,19.02906,17.889118,17.430223,17.946766,18.258602,18.924438,17.151379,15.711648,14.460823,13.551675,13.546115,13.62243,13.158581,13.003782,12.886885,13.650462,13.774827,14.104104,14.398864,13.7852545,14.053971,13.433122,13.35505,14.305493,13.360987,11.895286,9.600087,6.872889,3080.5532,0.15712169,2131.327,2
country.00010.au,-0.6843775,4.1309648,-0.07735832,1.1589415,-0.2068488,-0.49303046,-0.47988567,-0.13252763,-0.38546762,-0.27776253,-0.12189363,-0.20245422,0.047463197,-0.21666571,-0.17609523,0.05755238,-0.1182096,-0.17661291,-0.065958746,-0.10481807,-0.23900689,-0.16584024,-0.065312356,-0.10308579,0.019089932,-0.032075513,-0.10503085,-0.053280853,0.0096535245,-0.07225563,0.016848324,0.020525167,-0.09328977,-0.092159845,-0.050922673,-0.12575784,-0.14800163,-0.04332866,-0.06929621,-0.08242784,-0.09534404,9.977172,11.040928,11.547289,13.945834,13.355026,12.081679,12.5567255,13.938092,14.012254,11.193123,9.507458,9.755655,5.9507437,6.612829,5.718849,4.373068,3.7846859,1.4253309,0.21407297,1.4043874,1.5064172,-0.5584485,-0.30680886,-0.7561912,-2.6547372,-0.3658481,-2.3567908,-1.9114108,-3.2062225,-1.3130664,-1.8271291,-1.1827269,1.712711,-0.12684189,-0.46098563,-0.19990079,-1.5431502,-2.2199376,-3.0703495,-1.4880694,-0.41320252,-1.8670219,-4.554072,-6.042958,-6.8735814,-7.456458,-8.767397,-8.675222,-8.517945,-9.206132,-8.574101,-8.948243,-10.47554,-10.812494,-12.485725,-13.797401,-14.403047,-14.915851,-14.992345,-16.163807,-16.26116,-16.115088,-16.021044,1725.6416,0.07686017,1092.2966,2
country.00011.au,-0.22520791,2.194173,0.3564447,0.6908664,0.48430982,-0.28542233,0.2545006,0.25983673,-0.4020745,0.42841035,-0.13264465,-0.026260179,0.22465496,-0.16158077,0.05953474,-0.17093448,-0.15952913,-0.09420734,-0.17369118,-0.26279205,-0.34115487,-0.29966515,-0.17261115,0.22167541,-0.13135695,-0.29273206,-0.1248202,-0.12696148,-0.24551918,-0.25793707,-0.16265786,-0.082052775,-0.2164249,-0.14465486,0.0022782527,-0.16786061,-0.34760028,-0.08427704,0.09663743,0.019307964,-0.32165527,13.7573805,14.819638,9.92155,6.764997,6.367575,5.184088,4.32745,4.0822206,6.087447,6.500575,4.803812,2.9748433,1.4927698,0.8673635,1.9677356,4.1409974,1.0884657,-2.4589458,1.4010608,-0.18124169,-0.538929,2.569949,1.0159295,-3.358477,-2.73977,-0.3153579,-1.5156908,1.4072403,-1.1875981,-1.3341599,-2.773725,-3.0377476,3.0048099,-0.6329043,-3.3486333,-1.5694078,1.0410162,1.6125685,-0.4200182,0.6686015,0.7550123,-1.4642851,1.189304,-0.5461477,-2.9806442,-6.1919737,-8.142988,-8.534892,-8.238137,-8.608859,-7.7964277,-6.6139984,-4.5990844,-2.888269,-2.7136004,-3.1156921,-4.6060395,-5.4342813,-5.667566,-5.7439556,-5.7665787,-5.6744266,-6.899719,2624.9707,0.11055631,1791.2614,2
country.00012.au,1.7048527,4.668876,-0.075166754,0.6542414,-0.39752585,-0.32023218,-0.74669063,-0.27963382,-0.26501334,-0.25663346,-0.27125856,-0.10092595,-0.17182082,-0.26574242,-0.15202567,-0.2720652,-0.11903238,-0.27152577,-0.18841769,-0.01902042,-0.1000646,-0.25325197,-0.22708236,-0.13807487,-0.12467224,-0.2000747,-0.045703396,-0.119612016,-0.16333574,-0.065451965,-0.015974756,-0.0006459365,-0.07756989,-0.11938097,-0.24627142,-0.30647373,-0.21964529,-0.11836819,-0.1923843,-0.12120042,2.559139,15.929828,17.520329,16.5226,20.173098,19.919804,17.868444,18.436651,20.354036,20.080475,15.760797,16.71755,18.704132,15.445255,13.159042,12.624051,11.06565,10.004596,7.401154,8.585021,9.66557,6.488585,5.138671,4.710546,6.2961674,4.4693723,5.8410816,4.137128,4.9710793,3.0315232,3.2267673,5.1589513,3.79626,6.0198646,3.8526726,2.6672347,0.42609242,0.6291486,1.7046613,0.77162933,-1.7123914,-1.5846974,-2.352205,-2.7806756,-1.944853,-3.0040262,-2.1412961,-3.85418,-3.111333,-4.4427915,-6.365495,-6.8828616,-6.0645733,-6.895336,-6.417949,-7.678256,-8.990214,-9.959841,-10.513256,-12.352033,-13.398265,-13.328827,-13.268614,-13.128456,1560.414,0.06426455,751.86444,2
country.00013.au,3.0925872,2.988863,-0.0114715975,0.42787132,0.38487345,-0.37959906,0.06569827,-0.12476838,-0.4144468,-0.005512823,-0.32728365,-0.32619318,-0.36669448,0.05973141,-0.020073062,-0.13902755,-0.21541047,-0.20535697,-0.34262544,-0.2894659,-0.18998158,-0.14956987,-0.15890682,-0.3832574,-0.4535515,-0.26762578,-0.026034866,0.0005363905,-0.18004385,-0.4007172,-0.47299856,-0.16744201,0.042612582,-0.15301093,-0.21613441,-0.09115033,0.06034853,-0.07255992,-0.33760476,-0.2346027,5.4216323,14.661236,16.398808,14.9617815,13.324107,12.419621,12.775091,13.265711,13.075691,10.798238,11.472944,10.101658,7.249902,7.037726,9.250982,8.661583,5.491792,8.455669,10.650639,9.028366,6.264785,4.6268773,2.3287385,7.533792,9.009668,4.9489713,3.3696632,6.5998726,9.196832,5.4431305,5.9227204,3.2660117,6.1764503,3.4324803,1.5891922,7.231133,4.6449914,4.0597663,6.691317,5.119546,4.660864,4.7480736,1.5720932,2.9165683,1.1367625,1.7900946,-0.3096259,-0.53066933,-1.3469887,-1.6942737,-2.9828744,-2.5050719,-1.9181612,-2.4290383,-2.4034534,-1.4319061,-1.1148163,-0.45956653,-0.3898341,-0.14987247,-0.9959672,-1.610992,-1.9185203,-2.4692597,2693.984,0.12987302,1978.0273,2
country.00014.au,3.2289724,2.77824,0.9188158,0.37979808,0.3089815,-0.05758105,0.15615737,-0.38735843,-0.29105073,-0.17271793,-0.5689849,-0.20228545,-0.3345059,-0.21810481,-0.15794992,-0.2903472,-0.27072582,-0.144335,-0.2278016,-0.36186442,-0.17303854,-0.22779797,-0.18104294,-0.21462245,-0.32663673,-0.35509828,-0.29534078,-0.1780757,-0.059756715,-0.24165288,-0.22651488,-0.1606324,-0.16795284,-0.26154226,-0.313103,-0.15812865,-0.048272226,-0.07670379,-0.16683836,-0.25260073,6.9430404,17.287285,18.014584,18.108036,16.669065,16.011038,15.700952,14.974295,13.968239,11.355842,11.732014,8.282013,9.231139,9.551548,6.739295,7.286272,6.620182,8.828773,8.64134,5.856833,5.8853245,7.808724,4.955114,6.9172597,6.1647596,4.461764,2.6033046,6.371627,5.8723917,3.8855634,4.4183774,2.9909058,4.7868514,1.5154324,1.7305847,2.8526094,1.8554646,3.7552123,1.3155748,1.8145174,1.9932697,1.3636472,2.3866553,2.9880672,3.2235448,3.4174035,2.514438,0.6597457,-0.03024236,-0.59176123,-0.4370362,-0.82925546,-1.7215828,-1.314957,-0.39149603,0.19808464,0.8839564,1.4697453,1.8554264,1.6318144,1.0600127,0.85041803,0.6725753,1.2381064,2807.868,0.12510052,1305.996,2
country.00015.au,2.6929572,3.9879797,-0.3201531,1.057532,-0.78802454,-0.108719036,-0.89634746,0.17516074,-0.37395242,-0.17764865,-0.5192535,-0.35831162,-0.18960732,0.06896786,-0.288141,-0.2017469,-0.1396467,-0.06366494,-0.039054833,-0.054689854,-0.23190743,-0.12577128,-0.2265181,-0.38548204,-0.1022838,-0.22287439,-0.3853025,-0.09268787,-0.15435031,-0.15053444,-0.12495865,-0.24328649,-0.16461429,-0.08021586,-0.016031416,-0.0019546815,-0.22522008,-0.16091911,-0.17755647,-0.19116636,1.8056871,16.257467,18.419882,16.605326,16.764412,19.124523,17.785936,21.461948,21.256203,14.709253,16.00936,16.095087,13.825948,14.409836,16.128004,11.916054,11.866404,11.481105,11.728448,11.306227,8.922217,8.818853,7.4689803,5.6059194,1.5878464,3.4160707,5.2521744,4.430477,4.760834,7.3207645,6.9075394,7.496556,6.8383307,4.1096935,5.949772,3.2835958,5.548789,6.515755,2.9138818,3.5562725,4.005342,4.1121225,4.358026,1.3445747,-0.7026743,-1.0018227,0.5407336,2.6330175,1.2392535,-0.72521406,-0.53786975,0.7520703,-0.020002624,-1.2309966,-2.8170385,-2.7592149,-4.4477243,-6.222407,-6.1222615,-9.5953045,-11.357624,-12.95057,-15.414498,-16.52977,1879.821,0.09450189,1045.7635,2
country.00016.au,-1.182241,4.7976756,-0.46342555,1.4798459,-0.66688436,-0.6180587,-0.86334485,-0.38662145,-0.2128688,-0.310512,0.095437884,-0.19158705,-0.43269646,-0.027523628,-0.3321309,-0.08228194,0.017879315,-0.21559913,-0.17068078,-0.076232105,-0.12742862,-0.11667445,-0.10914243,0.13732035,0.015587025,-0.07639299,-0.036709227,-0.03871751,0.006465309,0.061204273,-0.067435645,-0.03654727,0.01805883,0.010037526,0.0634128,0.05578686,0.03958917,-0.025493545,-0.016433459,0.085363284,-9.902003,4.3900104,12.497772,14.795415,16.863102,16.467728,18.251938,15.969736,16.7362,17.939178,16.447775,16.270039,14.14217,12.2607355,10.057636,11.293051,6.656428,4.3547635,2.2158036,-1.4392759,-3.5263293,-2.2615917,-0.6578631,-3.3086827,-2.988697,-2.1085248,-0.95681614,-1.6293671,-2.4064145,-3.5456614,-3.9073853,-1.5409114,-0.5149506,-1.1198765,-1.7058874,-2.0290678,-2.097122,-1.5165635,-0.4822541,-0.25374132,-2.0098367,-5.3293004,-7.25929,-8.078371,-8.982812,-9.796396,-9.309074,-8.722745,-6.7406063,-7.2636657,-10.618513,-13.516286,-15.771435,-18.199623,-19.871115,-20.923388,-22.031546,-23.157383,-24.31972,-24.744068,-25.249573,-26.253819,-27.564722,-28.641457,1305.5822,0.06042328,742.6978,2
country.00017.au,0.3118552,4.9195967,0.25093722,0.56676483,-0.26293427,-0.5930797,-0.49485567,-0.20136221,-0.37407836,-0.19646755,-0.27921194,-0.100993745,-0.16687424,-0.06636678,-0.09192565,0.040206417,-0.07262246,-0.22930336,-0.13721927,0.013683104,-0.14005895,-0.24509399,-0.12210376,-0.09334388,-0.123972535,-0.101348475,-0.20327522,-0.22153679,-0.045820467,-0.028553499,-0.12549594,-0.11606967,-0.23736359,-0.26184568,-0.12091131,-0.071367286,-0.09554461,-0.17553432,-0.23815398,-0.06835517,8.913185,16.569635,15.474113,14.260264,17.010273,17.217594,17.71498,19.46909,18.583235,18.72407,17.281054,14.958549,13.349443,14.301065,10.881653,9.957139,10.350778,8.949598,8.548789,5.8167615,4.1050606,6.058354,3.956649,0.75104934,0.30492237,3.4870949,3.0086298,0.11546968,1.2054077,-1.7906787,-0.32591194,-1.235227,1.3971887,1.8464329,-1.6075197,1.3618408,-1.7746431,-3.2096207,-2.3995037,-2.16203,-2.2853653,-2.2571607,-5.466952,-6.4523063,-6.8402286,-5.8443646,-7.8687143,-9.079733,-8.736785,-9.132889,-10.887931,-10.46294,-11.016213,-11.798107,-11.530787,-11.686007,-12.267402,-11.717718,-12.4316,-13.080765,-13.908482,-14.368835,-15.632221,-15.837838,1408.0953,0.06409826,611.6982,2
country.00018.au,2.4745653,4.042673,-0.502623,0.2543125,0.7006254,0.0018286338,-0.30611667,-0.22644672,-0.51669437,-0.1863684,-0.68016094,-0.34383056,-0.50299644,-0.42805466,-0.15788665,-0.195566,-0.3247894,-0.21973294,0.060217638,-0.22345532,-0.20446284,0.054243065,-0.20138186,0.027985133,-0.16040388,-0.19445343,-0.127584,-0.24536929,-0.11670473,-0.11019151,-0.19742414,-0.0729981,-0.113542564,-0.08359851,-0.13673583,-0.25323674,-0.050282717,-0.06365298,-0.23637268,-0.23333256,3.3192377,15.129855,15.388202,16.89966,20.473476,19.586128,19.410158,17.197,14.069372,11.661757,10.2785845,10.090662,10.74471,7.816807,8.459636,9.788137,8.133981,9.711319,9.471619,6.4006424,9.192553,8.527381,7.292828,8.480664,9.166767,6.894832,9.99982,9.3889,10.967079,8.196088,7.105761,9.108619,4.8118987,6.658659,6.654684,7.2957807,5.4269834,3.375538,2.8166063,0.07776675,-0.06619462,0.33254334,1.2855568,0.5111163,-0.38350934,-1.227596,-5.005572,-5.9853034,-3.9492445,-4.1643806,-5.26102,-8.032201,-7.1555004,-5.6974797,-4.2203503,-3.4657009,-3.5857859,-4.4174075,-5.2782373,-5.803993,-5.932995,-6.594836,-7.7799206,-8.384877,1957.9993,0.09587301,1626.4285,2
country.00019.au,-2.3156788,4.7455554,-0.5182894,0.3417122,0.4395986,-0.32833162,-0.11290044,-0.04600481,-0.36783525,-0.083832145,-0.12620556,-0.20183523,-0.10920921,-0.24868703,-0.15627414,0.05053692,-0.14324474,-0.1839067,0.0657782,-0.03336458,-0.15439212,-0.00469453,-0.03668235,-0.077836365,0.08015224,0.083183214,-0.09437222,-0.078724,-0.07800058,-0.06903618,-0.054570064,-0.07907818,-0.049415626,-0.020081181,-0.08679513,-0.11051731,-0.0066976333,0.07623412,0.09019645,0.003546016,-3.4672692,10.226222,13.1051,13.186718,14.554665,15.55337,15.491506,12.597286,9.109237,10.747925,10.536707,6.8554764,7.3282022,5.4165144,5.893228,5.325641,4.3655066,4.2035546,-0.6527804,1.5107542,3.1705787,1.00046,-0.14203528,-0.19442156,1.3306037,-0.68587154,1.2402089,0.52548486,-2.3754177,-4.625346,-2.1577032,-3.2485948,-5.2167177,-3.797114,-2.577292,-3.7432747,-4.3381786,-7.67741,-10.097637,-10.594291,-9.425281,-9.232029,-10.066765,-13.800011,-18.943932,-20.770952,-21.654045,-22.848001,-23.768717,-24.018248,-24.315311,-24.562418,-24.450197,-24.87255,-25.266518,-25.029068,-25.2859,-25.773071,-26.331411,-26.58436,-26.674969,-26.820839,-27.008581,-27.351393,1062.0194,0.051281936,1379.6626,2
country.00020.au,1.1619623,2.8279378,1.173519,1.7330415,-0.13603647,0.5986397,-0.38653177,0.12611438,-0.56117845,-0.13584267,-0.25715727,-0.13326082,-0.3788599,-0.30481094,-0.25776628,-0.053396303,-0.20313506,-0.06117382,-0.11522479,-0.2124363,0.08503212,-0.13002922,-0.20087849,-0.20958745,-0.27110055,-0.4187764,-0.3838538,-0.34124434,-0.42787874,-0.3384672,-0.1837726,-0.17580064,-0.17170334,-0.16473183,-0.13026339,-5.1935393e-05,-0.094735794,-0.22579555,-0.35692385,-0.2838406,8.241741,22.532042,23.025793,19.780405,15.772579,18.739233,18.99856,18.600721,15.012941,6.097102,7.7564487,10.739067,7.0887985,5.519114,3.9296834,4.6727123,1.8158044,2.1244974,2.648271,-0.31687847,-0.90334636,1.3004429,0.788168,-1.1790884,2.4907842,1.9769425,-0.7873792,-1.6778871,-0.5695408,-1.9785383,-2.488525,-1.56602,-0.9657596,-0.3272906,-1.2567753,-0.82490194,0.33407098,0.9347639,1.3641961,0.06881765,-1.3278534,-1.0560514,0.6866403,1.4702713,1.2693675,0.02542674,-0.2738477,-0.42459962,-0.28531152,0.51772887,1.0514517,2.1568773,0.99295783,-0.46029663,-0.9917055,-1.2797457,-2.156271,-2.1688612,-3.8297932,-5.987679,-8.879763,-10.565946,-11.569514,-12.478215,2210.004,0.0870446,1299.1627,2
country.00021.au,-1.0691648,5.3383217,-0.54446256,0.7526573,0.16282833,-0.19459975,-0.4279904,-0.33515173,-0.27855125,-0.1515048,-0.2773752,-0.13208398,-0.25138155,-0.22047403,-0.1915498,-0.21715711,-0.16449074,-0.22089584,-0.18947974,-0.060255926,-0.16713439,0.003149305,-0.0014447701,-0.026753647,-0.063779846,-0.12301508,-0.018448912,-0.014859222,-0.069083355,-0.06689366,-0.121621065,-0.102941245,-0.024784956,-0.0781222,-0.08650629,-0.058866065,-0.05509408,-0.07539618,-0.093592085,-0.08205121,1.0337887,13.894296,16.999147,18.372616,21.018593,21.63154,19.291534,16.348787,16.167929,15.107504,15.329209,14.659573,13.072146,10.185741,9.233085,8.103674,5.6997685,6.2321057,6.104801,3.306706,3.1436424,2.2713203,2.573483,3.9846616,3.4979951,1.6557258,2.77525,1.9480923,4.0653763,1.2981718,0.98811847,1.0549048,0.089715555,0.90942144,-1.4394344,-0.8158408,-3.7260685,-4.428375,-5.5077567,-5.7601147,-6.5829597,-8.43462,-9.194028,-9.705616,-11.39536,-12.652603,-12.999161,-13.364182,-14.426161,-16.85721,-19.397512,-20.109026,-20.08156,-20.070461,-20.53303,-21.216225,-22.239473,-23.31238,-23.780218,-23.977308,-24.747429,-25.58603,-26.42966,-27.001364,982.5656,0.04586999,580.76495,2
country.00022.au,-0.57867396,4.463797,0.031465467,1.1353066,0.30098057,-0.80673397,-0.46581265,-0.052790638,-0.67543685,-0.3160416,-0.19472419,-0.31298435,-0.22853565,-0.3288371,-0.38922802,-0.54335755,-0.16821387,-0.0018023634,-0.12019145,0.06968331,-0.091053315,-0.15020171,-0.07906404,-0.08684558,-0.07807819,-0.04561426,0.00971473,0.016014118,-0.041495666,-0.0039168852,-0.105013706,-0.2198157,-0.038531482,0.027910156,0.025985971,0.00738043,0.008851804,-0.0020947028,0.016424939,0.011574106,-5.657296,7.5780244,12.832062,15.49239,17.596596,17.883026,17.269674,14.76408,12.474268,10.963843,11.621043,9.868849,8.997678,10.089912,9.241489,4.974191,2.2317333,-0.3586775,1.181123,2.0645566,0.088823706,2.0924125,0.79216576,0.9688246,-2.6069808,-2.1762216,-2.5015724,-0.74952346,-2.8714464,-0.41269234,-0.6267988,-0.32696825,-0.11220932,-1.0128877,0.6376692,0.6750403,0.27019358,0.8065339,2.2761455,1.7772808,-0.32268208,-3.256175,-5.0062413,-6.04103,-7.755955,-8.283839,-9.105409,-9.785407,-10.979883,-13.192545,-12.734365,-12.035661,-10.9571495,-11.092772,-10.94187,-11.767564,-12.609315,-13.320693,-14.206921,-14.29796,-14.15339,-14.662737,-15.181566,-14.873183,1636.7924,0.06836735,662.96466,2
country.00023.au,-4.44501,2.9350586,1.2932776,0.5318107,0.4317802,0.079259984,-0.11595669,0.08522102,-0.004438531,-0.028472563,-0.11502255,-0.04615931,-0.1251205,-0.14101024,-0.09563411,-0.05508075,-0.17831475,-0.09141247,-0.094293155,-0.044755112,-0.11290515,-0.03878745,0.0233112,0.034867242,0.10134379,0.024987038,-0.04352163,-0.0630475,-0.12581827,-0.058168363,-0.0027524228,0.036336523,0.088475324,0.043300964,-0.011368329,0.04090931,0.119162165,0.07712363,0.06438233,0.026442206,-16.924135,5.7328963,12.541423,11.171166,9.395138,7.8119454,6.3297205,2.5414262,-0.86320585,-1.5664291,0.18803732,-1.062416,-3.0440934,-7.967153,-7.307515,-5.965638,-7.222803,-9.9606695,-11.874844,-14.2839,-11.08363,-12.892061,-16.138435,-16.473854,-14.470249,-17.309347,-15.463611,-16.913504,-15.2733,-17.729328,-18.541426,-16.520388,-18.016386,-17.21733,-17.68225,-17.250395,-18.836637,-20.72794,-20.836065,-22.378477,-22.181921,-22.965467,-22.050377,-22.05587,-23.65915,-23.54505,-23.30268,-22.75797,-23.434057,-24.359255,-23.511631,-22.782328,-22.254045,-21.378355,-22.453812,-22.696125,-22.395166,-21.861778,-21.939384,-21.828297,-21.579552,-22.729532,-23.580326,-23.965008,1314.67,0.035934996,504.2318,2
country.00024.au,-0.29123375,3.929849,-0.48829532,1.2033451,-0.21096325,-0.34139633,-0.69496435,-0.24310225,-0.47811052,-0.08445207,-0.4605676,0.0081349,-0.047356714,-0.48772272,-0.26954457,-0.2780763,-0.33302584,-0.09221625,-0.18274432,0.15240419,0.055935502,-0.028147688,-0.035201665,0.07330204,0.11377672,0.00075061165,-0.17520998,-0.19646132,-0.18692854,-0.18184699,-0.059603423,0.10048982,0.13735889,0.05168517,-0.19273733,-0.2411945,-0.12198209,0.10057562,0.27854756,0.19693045,-6.005519,6.0507402,11.702212,13.549539,15.395857,17.344326,18.781086,14.895229,9.8893795,11.512414,12.026076,13.627875,14.276,10.589041,4.486833,4.8180575,7.1342435,2.199459,-4.46881,3.4129903,6.6261907,0.041213315,-1.1998721,2.9513197,0.0036993115,-1.8532184,2.9800148,0.18646066,-0.54203004,-1.0316991,-0.009935082,3.413067,3.2212365,3.9811592,1.312017,1.6609168,0.089572184,-0.15319702,-1.5504695,-1.9406523,-2.185414,-2.200264,-1.9115695,-1.7948433,-2.155689,-3.1712441,-4.12198,-7.411187,-9.883095,-11.433488,-11.136154,-10.581089,-9.982334,-9.314729,-9.64936,-11.688105,-13.291161,-14.498588,-15.752269,-16.475336,-17.764309,-19.05914,-20.814173,-22.213572,1604.9484,0.082754344,1573.7618,2
country.00025.au,-0.76792395,4.569319,0.109789126,0.91460973,0.12049,0.1822225,-0.3190833,-0.3671354,-0.44785282,-0.27803236,-0.38197884,-0.20228021,-0.37773192,-0.3179619,-0.15789281,-0.3462832,-0.22171937,-0.06652639,-0.03625644,0.048916683,-0.0941447,-0.23268677,-0.21741717,-0.07261495,0.05216301,0.039317537,-0.0674955,-0.044051692,-0.109519675,-0.17058933,-0.116804905,-0.06875987,-0.0430385,-0.1149973,-0.09781359,-0.13399161,-0.120002076,0.0015646947,-0.014714261,-0.031090626,2.9501877,12.547923,14.192652,16.724405,18.438654,19.466702,17.981321,14.7351885,13.293962,11.095337,10.157956,8.171283,5.8435817,7.204068,6.951372,4.6211367,3.8430924,0.6682031,-0.92483693,3.55376,4.363377,3.2457252,0.70188683,1.0909094,1.1760443,0.3685033,3.1346784,2.0301237,0.8595634,-0.73435456,-1.0135179,-1.9723278,-1.0548508,-2.0443046,-3.2423847,-3.1506867,-3.1449535,-3.0291169,-4.140671,-5.536509,-6.3384404,-6.118795,-7.0134807,-7.2526827,-6.484941,-6.3808694,-7.1050854,-7.7092843,-9.1813545,-11.012089,-11.751233,-11.61412,-11.787858,-12.185905,-12.664145,-12.487518,-13.162822,-14.9304,-15.15263,-16.117731,-16.815804,-17.342966,-18.041239,-18.326635,1453.6157,0.05751625,1010.49695,2
country.00026.au,-0.5799786,5.2295175,-0.10117528,0.3916212,0.09443742,-0.20143591,-0.17526343,-0.03135378,-0.39120463,-0.12470677,-0.13463771,-0.1070263,0.04646225,-0.13878354,-0.15651372,-0.0329898,-0.17518051,-0.33872116,-0.09329702,-0.094189525,-0.24806108,-0.07649716,-0.06408023,-0.122974195,-0.2082661,-0.21643628,-0.24767853,-0.21260127,-0.19788623,-0.17396377,-0.08545306,-0.13156573,-0.1897014,-0.1339616,-0.033075448,-0.0772015,-0.18933351,-0.120157495,-0.06652627,-0.09016004,14.122884,19.656862,19.13881,18.885683,16.999311,15.684031,17.383295,17.974323,15.32929,14.879338,15.307878,15.508655,13.087765,11.714071,7.7994366,7.9613175,8.689587,8.196868,8.333691,6.4683433,6.401729,5.7935944,6.198307,5.058201,2.9524274,3.0214915,3.9103656,0.50006807,1.2671884,-0.06907818,0.19812499,-2.6178474,-2.0670044,1.8388016,-1.3594828,-1.524911,-3.625915,-5.1447673,-5.261917,-6.5047135,-4.807459,-4.1037416,-6.8427334,-8.754698,-11.353313,-12.985424,-13.984319,-13.867718,-14.4672575,-14.8968725,-15.182914,-15.480955,-15.871414,-16.136774,-15.605575,-15.81135,-16.918102,-17.916328,-18.719643,-19.14092,-19.356165,-19.679928,-20.05935,-20.391663,1172.8612,0.055029478,715.9978,2
